SettlementDate,SettlementPeriod,Demand
2016-01-31,8,27162
2016-01-31,9,26644
2016-01-31,10,26399
2016-01-31,11,26311
2016-01-31,12,26119
2016-01-31,13,26936
2016-01-31,14,27571
2016-01-31,15,28534
2016-01-31,16,28902
2016-01-31,17,29779
2016-01-31,18,31579
2016-01-31,19,33555
2016-01-31,20,35132
2016-01-31,21,36638
2016-01-31,22,37478
2016-01-31,23,38057
2016-01-31,24,38266
2016-01-31,25,38544
2016-01-31,26,38705
2016-01-31,27,38584
2016-01-31,28,38220
2016-01-31,29,38026
2016-01-31,30,37881
2016-01-31,31,38069
2016-01-31,32,38635
2016-01-31,33,39533
2016-01-31,34,41467
2016-01-31,35,43467
2016-01-31,36,44003
2016-01-31,37,43485
2016-01-31,38,42585
2016-01-31,39,41460
2016-01-31,40,40020
2016-01-31,41,38785
2016-01-31,42,36869
2016-01-31,43,35075
2016-01-31,44,32953
2016-01-31,45,31253
2016-01-31,46,29315
2016-01-31,47,27141
2016-01-31,48,25756
2016-02-01,1,25276
2016-02-01,2,25750
2016-02-01,3,26630
2016-02-01,4,26382
2016-02-01,5,26092
2016-02-01,6,25919
2016-02-01,7,25496
2016-02-01,8,24998
2016-02-01,9,24838
2016-02-01,10,24840
2016-02-01,11,25592
2016-02-01,12,26779
2016-02-01,13,29120
2016-02-01,14,32369
2016-02-01,15,36606
2016-02-01,16,38527
2016-02-01,17,39202
2016-02-01,18,39079
2016-02-01,19,39770
2016-02-01,20,39939
2016-02-01,21,39844
2016-02-01,22,39939
2016-02-01,23,40170
2016-02-01,24,40255
2016-02-01,25,40348
2016-02-01,26,39911
2016-02-01,27,39516
2016-02-01,28,39231
2016-02-01,29,39297
2016-02-01,30,39094
2016-02-01,31,39184
2016-02-01,32,40076
2016-02-01,33,41308
2016-02-01,34,43065
2016-02-01,35,45612
2016-02-01,36,46944
2016-02-01,37,46828
2016-02-01,38,46014
2016-02-01,39,44649
2016-02-01,40,43060
2016-02-01,41,41645
2016-02-01,42,39966
2016-02-01,43,38021
2016-02-01,44,35536
2016-02-01,45,33569
2016-02-01,46,31331
2016-02-01,47,28869
2016-02-01,48,27624
2016-02-02,1,27771
2016-02-02,2,28126
2016-02-02,3,28473
2016-02-02,4,28006
2016-02-02,5,27565
2016-02-02,6,27711
2016-02-02,7,27277
2016-02-02,8,26765
2016-02-02,9,26459
2016-02-02,10,26476
2016-02-02,11,27121
2016-02-02,12,28437
2016-02-02,13,31037
2016-02-02,14,33593
2016-02-02,15,37546
2016-02-02,16,39427
2016-02-02,17,40280
2016-02-02,18,40161
2016-02-02,19,40480
2016-02-02,20,40125
2016-02-02,21,39595
2016-02-02,22,38988
2016-02-02,23,38397
2016-02-02,24,38164
2016-02-02,25,38264
2016-02-02,26,38296
2016-02-02,27,38213
2016-02-02,28,38043
2016-02-02,29,38431
2016-02-02,30,38676
2016-02-02,31,39130
2016-02-02,32,40308
2016-02-02,33,41858
2016-02-02,34,44060
2016-02-02,35,46885
2016-02-02,36,48221
2016-02-02,37,48120
2016-02-02,38,47434
2016-02-02,39,46584
2016-02-02,40,45098
2016-02-02,41,43391
2016-02-02,42,41399
2016-02-02,43,39354
2016-02-02,44,37042
2016-02-02,45,34904
2016-02-02,46,32844
2016-02-02,47,30959
2016-02-02,48,30330
2016-02-03,1,30335
2016-02-03,2,30547
2016-02-03,3,30271
2016-02-03,4,29732
2016-02-03,5,29295
2016-02-03,6,29181
2016-02-03,7,28517
2016-02-03,8,28060
2016-02-03,9,27942
2016-02-03,10,27904
2016-02-03,11,28727
2016-02-03,12,30315
2016-02-03,13,33069
2016-02-03,14,35964
2016-02-03,15,40287
2016-02-03,16,41857
2016-02-03,17,42624
2016-02-03,18,42574
2016-02-03,19,43227
2016-02-03,20,43089
2016-02-03,21,42625
2016-02-03,22,42114
2016-02-03,23,41983
2016-02-03,24,41930
2016-02-03,25,41834
2016-02-03,26,41575
2016-02-03,27,41343
2016-02-03,28,41261
2016-02-03,29,41219
2016-02-03,30,41022
2016-02-03,31,41311
2016-02-03,32,42518
2016-02-03,33,44028
2016-02-03,34,45919
2016-02-03,35,48016
2016-02-03,36,48706
2016-02-03,37,48555
2016-02-03,38,48281
2016-02-03,39,48077
2016-02-03,40,46910
2016-02-03,41,45220
2016-02-03,42,43001
2016-02-03,43,41024
2016-02-03,44,38580
2016-02-03,45,36246
2016-02-03,46,33987
2016-02-03,47,32408
2016-02-03,48,31539
2016-02-04,1,31095
2016-02-04,2,31390
2016-02-04,3,30897
2016-02-04,4,30023
2016-02-04,5,29296
2016-02-04,6,29207
2016-02-04,7,28736
2016-02-04,8,28108
2016-02-04,9,27496
2016-02-04,10,27347
2016-02-04,11,27951
2016-02-04,12,29149
2016-02-04,13,32006
2016-02-04,14,34695
2016-02-04,15,38912
2016-02-04,16,40905
2016-02-04,17,41506
2016-02-04,18,41450
2016-02-04,19,42114
2016-02-04,20,42183
2016-02-04,21,41842
2016-02-04,22,41804
2016-02-04,23,41758
2016-02-04,24,41608
2016-02-04,25,41824
2016-02-04,26,41681
2016-02-04,27,41539
2016-02-04,28,41312
2016-02-04,29,41603
2016-02-04,30,41614
2016-02-04,31,41890
2016-02-04,32,42687
2016-02-04,33,43900
2016-02-04,34,45961
2016-02-04,35,48143
2016-02-04,36,48677
2016-02-04,37,48398
2016-02-04,38,47888
2016-02-04,39,46804
2016-02-04,40,45319
2016-02-04,41,43623
2016-02-04,42,41600
2016-02-04,43,39534
2016-02-04,44,37246
2016-02-04,45,34723
2016-02-04,46,32398
2016-02-04,47,30223
2016-02-04,48,28931
2016-02-05,1,28926
2016-02-05,2,29174
2016-02-05,3,29571
2016-02-05,4,29263
2016-02-05,5,28600
2016-02-05,6,28244
2016-02-05,7,27557
2016-02-05,8,26940
2016-02-05,9,26382
2016-02-05,10,26446
2016-02-05,11,27139
2016-02-05,12,28317
2016-02-05,13,30935
2016-02-05,14,33308
2016-02-05,15,37346
2016-02-05,16,39204
2016-02-05,17,39873
2016-02-05,18,39832
2016-02-05,19,40478
2016-02-05,20,40511
2016-02-05,21,40391
2016-02-05,22,40280
2016-02-05,23,40315
2016-02-05,24,40266
2016-02-05,25,40374
2016-02-05,26,40099
2016-02-05,27,39887
2016-02-05,28,39733
2016-02-05,29,39872
2016-02-05,30,39660
2016-02-05,31,39609
2016-02-05,32,40356
2016-02-05,33,41440
2016-02-05,34,43439
2016-02-05,35,45441
2016-02-05,36,45731
2016-02-05,37,45452
2016-02-05,38,44613
2016-02-05,39,43472
2016-02-05,40,42056
2016-02-05,41,40716
2016-02-05,42,38987
2016-02-05,43,37139
2016-02-05,44,35121
2016-02-05,45,33207
2016-02-05,46,31598
2016-02-05,47,29956
2016-02-05,48,29159
2016-02-06,1,29182
2016-02-06,2,29532
2016-02-06,3,29467
2016-02-06,4,29148
2016-02-06,5,28770
2016-02-06,6,28376
2016-02-06,7,27520
2016-02-06,8,27264
2016-02-06,9,26744
2016-02-06,10,26541
2016-02-06,11,26496
2016-02-06,12,26806
2016-02-06,13,27275
2016-02-06,14,27689
2016-02-06,15,29382
2016-02-06,16,30475
2016-02-06,17,32565
2016-02-06,18,34466
2016-02-06,19,36142
2016-02-06,20,37021
2016-02-06,21,37570
2016-02-06,22,37799
2016-02-06,23,37995
2016-02-06,24,38306
2016-02-06,25,38320
2016-02-06,26,38039
2016-02-06,27,37565
2016-02-06,28,37159
2016-02-06,29,36734
2016-02-06,30,36326
2016-02-06,31,36289
2016-02-06,32,36454
2016-02-06,33,37174
2016-02-06,34,38857
2016-02-06,35,41327
2016-02-06,36,42602
2016-02-06,37,42040
2016-02-06,38,41150
2016-02-06,39,39911
2016-02-06,40,38111
2016-02-06,41,36680
2016-02-06,42,35386
2016-02-06,43,34015
2016-02-06,44,32534
2016-02-06,45,31142
2016-02-06,46,30206
2016-02-06,47,28787
2016-02-06,48,27842
2016-02-07,1,27582
2016-02-07,2,27693
2016-02-07,3,27384
2016-02-07,4,27039
2016-02-07,5,26951
2016-02-07,6,26550
2016-02-07,7,26220
2016-02-07,8,25521
2016-02-07,9,25075
2016-02-07,10,24803
2016-02-07,11,24779
2016-02-07,12,24945
2016-02-07,13,25705
2016-02-07,14,26252
2016-02-07,15,26789
2016-02-07,16,26339
2016-02-07,17,27210
2016-02-07,18,28508
2016-02-07,19,29910
2016-02-07,20,30638
2016-02-07,21,31320
2016-02-07,22,31640
2016-02-07,23,31987
2016-02-07,24,32405
2016-02-07,25,32851
2016-02-07,26,33207
2016-02-07,27,33312
2016-02-07,28,33486
2016-02-07,29,34110
2016-02-07,30,34471
2016-02-07,31,35058
2016-02-07,32,35892
2016-02-07,33,36861
2016-02-07,34,38403
2016-02-07,35,40905
2016-02-07,36,42020
2016-02-07,37,41946
2016-02-07,38,41216
2016-02-07,39,40306
2016-02-07,40,39074
2016-02-07,41,37904
2016-02-07,42,36473
2016-02-07,43,35079
2016-02-07,44,33106
2016-02-07,45,31429
2016-02-07,46,29927
2016-02-07,47,28065
2016-02-07,48,27358
2016-02-08,1,27185
2016-02-08,2,27489
2016-02-08,3,27846
2016-02-08,4,27132
2016-02-08,5,26787
2016-02-08,6,26609
2016-02-08,7,26305
2016-02-08,8,26074
2016-02-08,9,25859
2016-02-08,10,25981
2016-02-08,11,26721
2016-02-08,12,27879
2016-02-08,13,30311
2016-02-08,14,33712
2016-02-08,15,38123
2016-02-08,16,39952
2016-02-08,17,40986
2016-02-08,18,41251
2016-02-08,19,42259
2016-02-08,20,42522
2016-02-08,21,42535
2016-02-08,22,42425
2016-02-08,23,42577
2016-02-08,24,42615
2016-02-08,25,42794
2016-02-08,26,42690
2016-02-08,27,42533
2016-02-08,28,42452
2016-02-08,29,42503
2016-02-08,30,42248
2016-02-08,31,42303
2016-02-08,32,43079
2016-02-08,33,44298
2016-02-08,34,45678
2016-02-08,35,47551
2016-02-08,36,48699
2016-02-08,37,48346
2016-02-08,38,47600
2016-02-08,39,46350
2016-02-08,40,44999
2016-02-08,41,43380
2016-02-08,42,41506
2016-02-08,43,39469
2016-02-08,44,36925
2016-02-08,45,34400
2016-02-08,46,32019
2016-02-08,47,29850
2016-02-08,48,29235
2016-02-09,1,29210
2016-02-09,2,29547
2016-02-09,3,29659
2016-02-09,4,29272
2016-02-09,5,28848
2016-02-09,6,28826
2016-02-09,7,28452
2016-02-09,8,28064
2016-02-09,9,27847
2016-02-09,10,27917
2016-02-09,11,28517
2016-02-09,12,29447
2016-02-09,13,31945
2016-02-09,14,35417
2016-02-09,15,39844
2016-02-09,16,41583
2016-02-09,17,42734
2016-02-09,18,42792
2016-02-09,19,43449
2016-02-09,20,43432
2016-02-09,21,42901
2016-02-09,22,42306
2016-02-09,23,41604
2016-02-09,24,41115
2016-02-09,25,41039
2016-02-09,26,40669
2016-02-09,27,40247
2016-02-09,28,40053
2016-02-09,29,40114
2016-02-09,30,40014
2016-02-09,31,40431
2016-02-09,32,41636
2016-02-09,33,43212
2016-02-09,34,44872
2016-02-09,35,46963
2016-02-09,36,48303
2016-02-09,37,48266
2016-02-09,38,47936
2016-02-09,39,47492
2016-02-09,40,46435
2016-02-09,41,44987
2016-02-09,42,43077
2016-02-09,43,40869
2016-02-09,44,38234
2016-02-09,45,35901
2016-02-09,46,33583
2016-02-09,47,31277
2016-02-09,48,30138
2016-02-10,1,29830
2016-02-10,2,29967
2016-02-10,3,30105
2016-02-10,4,29847
2016-02-10,5,29756
2016-02-10,6,29528
2016-02-10,7,29498
2016-02-10,8,29277
2016-02-10,9,28952
2016-02-10,10,28991
2016-02-10,11,29244
2016-02-10,12,30403
2016-02-10,13,32989
2016-02-10,14,36331
2016-02-10,15,40473
2016-02-10,16,42197
2016-02-10,17,42970
2016-02-10,18,42761
2016-02-10,19,43184
2016-02-10,20,42639
2016-02-10,21,41944
2016-02-10,22,41701
2016-02-10,23,41826
2016-02-10,24,41696
2016-02-10,25,41712
2016-02-10,26,41446
2016-02-10,27,40933
2016-02-10,28,40609
2016-02-10,29,40645
2016-02-10,30,40487
2016-02-10,31,40782
2016-02-10,32,42142
2016-02-10,33,43719
2016-02-10,34,45516
2016-02-10,35,47233
2016-02-10,36,48851
2016-02-10,37,49028
2016-02-10,38,48743
2016-02-10,39,48566
2016-02-10,40,47549
2016-02-10,41,45925
2016-02-10,42,44106
2016-02-10,43,42056
2016-02-10,44,39694
2016-02-10,45,37152
2016-02-10,46,35039
2016-02-10,47,33072
2016-02-10,48,31886
2016-02-11,1,31516
2016-02-11,2,31987
2016-02-11,3,32007
2016-02-11,4,31455
2016-02-11,5,31254
2016-02-11,6,31135
2016-02-11,7,30930
2016-02-11,8,30443
2016-02-11,9,30249
2016-02-11,10,30374
2016-02-11,11,31120
2016-02-11,12,32412
2016-02-11,13,34588
2016-02-11,14,37878
2016-02-11,15,41920
2016-02-11,16,43410
2016-02-11,17,44302
2016-02-11,18,44136
2016-02-11,19,44528
2016-02-11,20,43970
2016-02-11,21,43372
2016-02-11,22,42726
2016-02-11,23,42230
2016-02-11,24,41719
2016-02-11,25,41486
2016-02-11,26,40963
2016-02-11,27,40874
2016-02-11,28,41161
2016-02-11,29,41319
2016-02-11,30,41564
2016-02-11,31,42012
2016-02-11,32,43109
2016-02-11,33,44291
2016-02-11,34,45721
2016-02-11,35,47502
2016-02-11,36,48876
2016-02-11,37,49107
2016-02-11,38,48853
2016-02-11,39,48900
2016-02-11,40,48034
2016-02-11,41,46461
2016-02-11,42,44846
2016-02-11,43,42613
2016-02-11,44,39907
2016-02-11,45,37309
2016-02-11,46,35033
2016-02-11,47,32812
2016-02-11,48,31949
2016-02-12,1,31854
2016-02-12,2,32313
2016-02-12,3,32393
2016-02-12,4,31955
2016-02-12,5,31453
2016-02-12,6,31383
2016-02-12,7,31013
2016-02-12,8,30424
2016-02-12,9,29982
2016-02-12,10,30114
2016-02-12,11,30827
2016-02-12,12,31680
2016-02-12,13,33710
2016-02-12,14,37075
2016-02-12,15,40841
2016-02-12,16,42231
2016-02-12,17,43193
2016-02-12,18,43523
2016-02-12,19,44072
2016-02-12,20,43979
2016-02-12,21,43811
2016-02-12,22,43786
2016-02-12,23,43727
2016-02-12,24,43733
2016-02-12,25,43735
2016-02-12,26,43409
2016-02-12,27,43144
2016-02-12,28,42928
2016-02-12,29,42948
2016-02-12,30,42738
2016-02-12,31,42544
2016-02-12,32,43104
2016-02-12,33,43986
2016-02-12,34,45288
2016-02-12,35,47208
2016-02-12,36,48794
2016-02-12,37,48680
2016-02-12,38,48013
2016-02-12,39,46928
2016-02-12,40,45388
2016-02-12,41,43670
2016-02-12,42,41766
2016-02-12,43,40033
2016-02-12,44,37760
2016-02-12,45,35743
2016-02-12,46,34059
2016-02-12,47,32217
2016-02-12,48,31108
2016-02-13,1,30661
2016-02-13,2,30928
2016-02-13,3,31064
2016-02-13,4,30449
2016-02-13,5,29715
2016-02-13,6,29568
2016-02-13,7,29479
2016-02-13,8,29059
2016-02-13,9,28463
2016-02-13,10,28169
2016-02-13,11,28227
2016-02-13,12,28477
2016-02-13,13,28988
2016-02-13,14,29395
2016-02-13,15,30991
2016-02-13,16,32052
2016-02-13,17,34140
2016-02-13,18,36146
2016-02-13,19,37956
2016-02-13,20,38718
2016-02-13,21,39156
2016-02-13,22,39193
2016-02-13,23,39353
2016-02-13,24,39042
2016-02-13,25,39050
2016-02-13,26,38897
2016-02-13,27,38709
2016-02-13,28,38517
2016-02-13,29,38529
2016-02-13,30,38412
2016-02-13,31,38601
2016-02-13,32,39135
2016-02-13,33,39862
2016-02-13,34,41318
2016-02-13,35,43270
2016-02-13,36,45235
2016-02-13,37,45141
2016-02-13,38,44392
2016-02-13,39,43164
2016-02-13,40,41409
2016-02-13,41,40008
2016-02-13,42,38572
2016-02-13,43,37216
2016-02-13,44,35494
2016-02-13,45,34079
2016-02-13,46,32818
2016-02-13,47,31159
2016-02-13,48,30149
2016-02-14,1,29857
2016-02-14,2,30004
2016-02-14,3,30289
2016-02-14,4,29881
2016-02-14,5,29291
2016-02-14,6,29078
2016-02-14,7,28484
2016-02-14,8,27956
2016-02-14,9,27430
2016-02-14,10,26988
2016-02-14,11,27001
2016-02-14,12,27087
2016-02-14,13,27916
2016-02-14,14,28446
2016-02-14,15,29363
2016-02-14,16,29510
2016-02-14,17,30196
2016-02-14,18,31807
2016-02-14,19,33178
2016-02-14,20,33799
2016-02-14,21,34293
2016-02-14,22,34400
2016-02-14,23,34574
2016-02-14,24,34793
2016-02-14,25,35254
2016-02-14,26,35431
2016-02-14,27,35238
2016-02-14,28,34977
2016-02-14,29,35166
2016-02-14,30,35124
2016-02-14,31,35509
2016-02-14,32,36230
2016-02-14,33,37561
2016-02-14,34,39177
2016-02-14,35,41494
2016-02-14,36,43911
2016-02-14,37,44536
2016-02-14,38,44138
2016-02-14,39,43124
2016-02-14,40,41775
2016-02-14,41,40686
2016-02-14,42,38933
2016-02-14,43,37466
2016-02-14,44,35716
2016-02-14,45,33957
2016-02-14,46,32481
2016-02-14,47,30574
2016-02-14,48,29747
2016-02-15,1,29827
2016-02-15,2,30513
2016-02-15,3,30852
2016-02-15,4,30338
2016-02-15,5,29931
2016-02-15,6,29693
2016-02-15,7,29550
2016-02-15,8,29329
2016-02-15,9,29069
2016-02-15,10,29114
2016-02-15,11,29741
2016-02-15,12,30357
2016-02-15,13,32689
2016-02-15,14,35747
2016-02-15,15,38696
2016-02-15,16,40484
2016-02-15,17,42267
2016-02-15,18,43401
2016-02-15,19,43801
2016-02-15,20,43484
2016-02-15,21,43024
2016-02-15,22,42599
2016-02-15,23,42055
2016-02-15,24,41725
2016-02-15,25,41786
2016-02-15,26,41695
2016-02-15,27,41833
2016-02-15,28,41996
2016-02-15,29,42391
2016-02-15,30,42734
2016-02-15,31,43416
2016-02-15,32,44196
2016-02-15,33,45047
2016-02-15,34,46444
2016-02-15,35,47813
2016-02-15,36,49600
2016-02-15,37,50095
2016-02-15,38,49915
2016-02-15,39,49615
2016-02-15,40,48732
2016-02-15,41,47152
2016-02-15,42,45273
2016-02-15,43,43204
2016-02-15,44,40689
2016-02-15,45,38465
2016-02-15,46,36410
2016-02-15,47,33987
2016-02-15,48,32593
2016-02-16,1,32630
2016-02-16,2,32953
2016-02-16,3,33147
2016-02-16,4,32922
2016-02-16,5,32695
2016-02-16,6,32608
2016-02-16,7,32051
2016-02-16,8,31525
2016-02-16,9,31168
2016-02-16,10,31193
2016-02-16,11,31680
2016-02-16,12,32635
2016-02-16,13,34448
2016-02-16,14,36748
2016-02-16,15,39414
2016-02-16,16,40724
2016-02-16,17,41976
2016-02-16,18,42533
2016-02-16,19,42893
2016-02-16,20,42390
2016-02-16,21,41670
2016-02-16,22,41080
2016-02-16,23,40748
2016-02-16,24,40283
2016-02-16,25,40148
2016-02-16,26,39513
2016-02-16,27,39283
2016-02-16,28,39173
2016-02-16,29,39473
2016-02-16,30,39927
2016-02-16,31,40858
2016-02-16,32,41413
2016-02-16,33,42541
2016-02-16,34,44240
2016-02-16,35,46309
2016-02-16,36,48007
2016-02-16,37,48403
2016-02-16,38,48005
2016-02-16,39,47305
2016-02-16,40,46035
2016-02-16,41,44696
2016-02-16,42,42887
2016-02-16,43,40769
2016-02-16,44,38220
2016-02-16,45,36027
2016-02-16,46,33833
2016-02-16,47,32063
2016-02-16,48,30959
2016-02-17,1,30842
2016-02-17,2,31151
2016-02-17,3,31173
2016-02-17,4,30792
2016-02-17,5,30316
2016-02-17,6,30230
2016-02-17,7,29903
2016-02-17,8,29521
2016-02-17,9,29193
2016-02-17,10,29236
2016-02-17,11,29713
2016-02-17,12,30814
2016-02-17,13,32703
2016-02-17,14,35276
2016-02-17,15,38521
2016-02-17,16,40331
2016-02-17,17,41898
2016-02-17,18,43335
2016-02-17,19,44820
2016-02-17,20,45267
2016-02-17,21,45473
2016-02-17,22,45604
2016-02-17,23,45692
2016-02-17,24,45875
2016-02-17,25,46230
2016-02-17,26,46180
2016-02-17,27,46292
2016-02-17,28,46319
2016-02-17,29,46558
2016-02-17,30,46557
2016-02-17,31,46660
2016-02-17,32,46976
2016-02-17,33,47391
2016-02-17,34,48313
2016-02-17,35,49111
2016-02-17,36,49472
2016-02-17,37,49434
2016-02-17,38,49094
2016-02-17,39,49099
2016-02-17,40,48134
2016-02-17,41,46704
2016-02-17,42,44598
2016-02-17,43,42570
2016-02-17,44,40293
2016-02-17,45,37936
2016-02-17,46,35955
2016-02-17,47,33895
2016-02-17,48,33130
2016-02-18,1,32938
2016-02-18,2,32847
2016-02-18,3,32973
2016-02-18,4,32370
2016-02-18,5,31826
2016-02-18,6,31783
2016-02-18,7,31377
2016-02-18,8,30904
2016-02-18,9,30750
2016-02-18,10,30750
2016-02-18,11,31182
2016-02-18,12,32158
2016-02-18,13,34145
2016-02-18,14,36819
2016-02-18,15,39659
2016-02-18,16,41142
2016-02-18,17,42637
2016-02-18,18,43328
2016-02-18,19,43545
2016-02-18,20,43003
2016-02-18,21,42268
2016-02-18,22,41563
2016-02-18,23,40736
2016-02-18,24,40399
2016-02-18,25,40456
2016-02-18,26,40029
2016-02-18,27,39806
2016-02-18,28,39684
2016-02-18,29,39931
2016-02-18,30,40199
2016-02-18,31,40562
2016-02-18,32,41202
2016-02-18,33,42100
2016-02-18,34,44047
2016-02-18,35,45755
2016-02-18,36,47769
2016-02-18,37,48927
2016-02-18,38,48724
2016-02-18,39,48171
2016-02-18,40,47382
2016-02-18,41,45988
2016-02-18,42,44284
2016-02-18,43,42147
2016-02-18,44,39822
2016-02-18,45,37454
2016-02-18,46,35474
2016-02-18,47,33248
2016-02-18,48,32048
2016-02-19,1,31671
2016-02-19,2,31985
2016-02-19,3,32250
2016-02-19,4,31841
2016-02-19,5,31798
2016-02-19,6,31833
2016-02-19,7,31401
2016-02-19,8,31123
2016-02-19,9,30706
2016-02-19,10,30616
2016-02-19,11,31042
2016-02-19,12,31735
2016-02-19,13,33644
2016-02-19,14,36237
2016-02-19,15,38568
2016-02-19,16,39767
2016-02-19,17,41087
2016-02-19,18,41538
2016-02-19,19,42081
2016-02-19,20,41774
2016-02-19,21,41163
2016-02-19,22,40516
2016-02-19,23,39984
2016-02-19,24,39686
2016-02-19,25,39743
2016-02-19,26,39641
2016-02-19,27,39599
2016-02-19,28,39555
2016-02-19,29,39835
2016-02-19,30,39951
2016-02-19,31,40234
2016-02-19,32,40553
2016-02-19,33,41110
2016-02-19,34,42196
2016-02-19,35,43708
2016-02-19,36,45211
2016-02-19,37,45270
2016-02-19,38,44480
2016-02-19,39,43213
2016-02-19,40,41788
2016-02-19,41,40276
2016-02-19,42,38464
2016-02-19,43,36783
2016-02-19,44,34773
2016-02-19,45,32924
2016-02-19,46,31182
2016-02-19,47,29359
2016-02-19,48,28291
2016-02-20,1,28130
2016-02-20,2,28447
2016-02-20,3,28515
2016-02-20,4,28375
2016-02-20,5,27875
2016-02-20,6,27634
2016-02-20,7,27152
2016-02-20,8,26414
2016-02-20,9,25990
2016-02-20,10,25803
2016-02-20,11,25906
2016-02-20,12,26369
2016-02-20,13,27536
2016-02-20,14,27684
2016-02-20,15,28581
2016-02-20,16,29596
2016-02-20,17,31359
2016-02-20,18,33059
2016-02-20,19,34515
2016-02-20,20,35107
2016-02-20,21,35649
2016-02-20,22,35834
2016-02-20,23,35942
2016-02-20,24,36169
2016-02-20,25,36603
2016-02-20,26,36661
2016-02-20,27,36548
2016-02-20,28,36425
2016-02-20,29,36219
2016-02-20,30,35935
2016-02-20,31,35866
2016-02-20,32,35868
2016-02-20,33,36189
2016-02-20,34,37207
2016-02-20,35,39148
2016-02-20,36,40988
2016-02-20,37,41384
2016-02-20,38,40526
2016-02-20,39,39406
2016-02-20,40,37648
2016-02-20,41,36363
2016-02-20,42,35039
2016-02-20,43,33652
2016-02-20,44,32409
2016-02-20,45,30834
2016-02-20,46,29832
2016-02-20,47,28288
2016-02-20,48,27138
2016-02-21,1,27330
2016-02-21,2,27620
2016-02-21,3,27392
2016-02-21,4,26586
2016-02-21,5,26363
2016-02-21,6,26200
2016-02-21,7,25760
2016-02-21,8,25105
2016-02-21,9,24758
2016-02-21,10,24554
2016-02-21,11,24680
2016-02-21,12,24786
2016-02-21,13,25448
2016-02-21,14,26115
2016-02-21,15,26064
2016-02-21,16,26146
2016-02-21,17,27268
2016-02-21,18,28962
2016-02-21,19,30491
2016-02-21,20,31693
2016-02-21,21,32745
2016-02-21,22,33300
2016-02-21,23,33657
2016-02-21,24,34004
2016-02-21,25,34435
2016-02-21,26,34543
2016-02-21,27,34283
2016-02-21,28,33792
2016-02-21,29,33746
2016-02-21,30,33598
2016-02-21,31,33914
2016-02-21,32,34458
2016-02-21,33,35315
2016-02-21,34,36661
2016-02-21,35,38385
2016-02-21,36,40086
2016-02-21,37,40809
2016-02-21,38,40121
2016-02-21,39,39204
2016-02-21,40,38183
2016-02-21,41,37148
2016-02-21,42,35403
2016-02-21,43,34014
2016-02-21,44,32078
2016-02-21,45,30502
2016-02-21,46,28835
2016-02-21,47,27121
2016-02-21,48,26145
2016-02-22,1,26156
2016-02-22,2,26694
2016-02-22,3,26993
2016-02-22,4,26368
2016-02-22,5,26217
2016-02-22,6,26167
2016-02-22,7,26248
2016-02-22,8,26020
2016-02-22,9,25964
2016-02-22,10,26207
2016-02-22,11,26571
2016-02-22,12,27668
2016-02-22,13,30460
2016-02-22,14,33884
2016-02-22,15,37456
2016-02-22,16,39323
2016-02-22,17,40608
2016-02-22,18,41000
2016-02-22,19,41613
2016-02-22,20,41633
2016-02-22,21,41511
2016-02-22,22,41309
2016-02-22,23,41009
2016-02-22,24,40855
2016-02-22,25,40862
2016-02-22,26,40546
2016-02-22,27,40299
2016-02-22,28,39909
2016-02-22,29,39938
2016-02-22,30,39890
2016-02-22,31,40317
2016-02-22,32,41300
2016-02-22,33,42863
2016-02-22,34,44434
2016-02-22,35,45849
2016-02-22,36,47454
2016-02-22,37,48796
2016-02-22,38,48358
2016-02-22,39,47556
2016-02-22,40,46276
2016-02-22,41,44917
2016-02-22,42,43202
2016-02-22,43,41062
2016-02-22,44,38615
2016-02-22,45,36115
2016-02-22,46,33786
2016-02-22,47,31754
2016-02-22,48,30823
2016-02-23,1,30635
2016-02-23,2,31032
2016-02-23,3,31100
2016-02-23,4,30668
2016-02-23,5,30716
2016-02-23,6,30727
2016-02-23,7,30186
2016-02-23,8,29633
2016-02-23,9,29309
2016-02-23,10,29394
2016-02-23,11,29893
2016-02-23,12,30877
2016-02-23,13,33367
2016-02-23,14,36700
